time,open,high,low,close
2026.03.09 05:00:00,5094.56,5102.21,5081.74,5091.14
2026.03.09 06:00:00,5091.15,5097.10,5085.19,5090.07
2026.03.09 07:00:00,5090.08,5140.39,5081.02,5124.21
2026.03.09 08:00:00,5124.06,5133.92,5096.82,5097.77
2026.03.09 09:00:00,5097.81,5107.71,5088.44,5099.08
2026.03.09 10:00:00,5099.05,5110.91,5086.94,5096.49
2026.03.09 11:00:00,5096.51,5132.58,5094.93,5105.17
2026.03.09 12:00:00,5105.16,5111.11,5083.38,5087.14
2026.03.09 13:00:00,5087.15,5097.26,5079.68,5087.95
2026.03.09 14:00:00,5088.08,5112.08,5088.08,5094.95
2026.03.09 15:00:00,5094.97,5111.22,5067.28,5074.11
2026.03.09 16:00:00,5074.10,5116.03,5060.71,5093.77
2026.03.09 17:00:00,5093.77,5103.42,5079.47,5099.58
2026.03.09 18:00:00,5099.68,5110.69,5094.71,5104.60
2026.03.09 19:00:00,5104.61,5106.72,5089.05,5096.03
2026.03.09 20:00:00,5096.02,5126.40,5092.45,5123.25
2026.03.09 21:00:00,5123.26,5144.11,5118.45,5141.01
2026.03.09 22:00:00,5140.98,5148.00,5134.21,5136.66
2026.03.10 00:00:00,5140.47,5153.11,5117.63,5152.92
2026.03.10 01:00:00,5152.99,5156.01,5135.83,5139.58
2026.03.10 02:00:00,5139.62,5141.30,5124.77,5131.00
2026.03.10 03:00:00,5130.99,5186.18,5124.58,5184.28
2026.03.10 04:00:00,5184.27,5186.99,5163.85,5165.98
2026.03.10 05:00:00,5165.99,5173.42,5155.75,5157.68
2026.03.10 06:00:00,5157.51,5166.53,5154.35,5163.69
2026.03.10 07:00:00,5163.71,5179.26,5163.70,5177.99
2026.03.10 08:00:00,5178.09,5180.82,5171.69,5175.31
2026.03.10 09:00:00,5175.30,5181.19,5158.50,5180.91
2026.03.10 10:00:00,5181.01,5195.12,5174.99,5183.34
2026.03.10 11:00:00,5183.39,5189.28,5180.49,5182.44
2026.03.10 12:00:00,5182.43,5183.86,5156.45,5177.15
2026.03.10 13:00:00,5177.16,5191.79,5171.81,5175.07
2026.03.10 14:00:00,5175.08,5189.32,5162.46,5186.89
2026.03.10 15:00:00,5186.93,5228.66,5185.93,5205.37
2026.03.10 16:00:00,5205.36,5214.37,5185.34,5206.68
2026.03.10 17:00:00,5206.64,5238.51,5203.18,5228.55
2026.03.10 18:00:00,5228.81,5235.50,5222.63,5227.64
2026.03.10 19:00:00,5227.61,5235.39,5223.60,5227.61
2026.03.10 20:00:00,5227.64,5227.98,5160.50,5191.72
2026.03.10 21:00:00,5191.75,5207.59,5179.81,5198.89
2026.03.10 22:00:00,5198.43,5199.06,5191.72,5192.77
2026.03.11 00:00:00,5186.99,5197.59,5183.20,5189.18
2026.03.11 01:00:00,5189.23,5197.21,5187.67,5197.05
2026.03.11 02:00:00,5197.06,5219.38,5186.78,5215.45
2026.03.11 03:00:00,5215.43,5223.04,5208.46,5208.50
2026.03.11 04:00:00,5208.49,5220.45,5194.10,5217.43
2026.03.11 05:00:00,5217.41,5220.49,5199.23,5203.34
2026.03.11 06:00:00,5203.35,5208.70,5199.61,5204.52
2026.03.11 07:00:00,5204.54,5208.25,5190.69,5199.60
2026.03.11 08:00:00,5199.61,5210.85,5191.45,5197.57
2026.03.11 09:00:00,5197.56,5202.11,5184.55,5195.67
2026.03.11 10:00:00,5195.65,5198.59,5175.29,5187.56
2026.03.11 11:00:00,5187.54,5197.14,5179.59,5187.67
2026.03.11 12:00:00,5187.65,5195.22,5177.19,5186.00
2026.03.11 13:00:00,5186.09,5193.48,5175.69,5181.12
2026.03.11 14:00:00,5181.11,5196.85,5166.41,5167.44
2026.03.11 15:00:00,5167.39,5182.96,5149.20,5176.84
2026.03.11 16:00:00,5176.85,5196.33,5174.49,5183.14
2026.03.11 17:00:00,5183.08,5185.72,5164.05,5166.27
2026.03.11 18:00:00,5166.29,5177.92,5163.57,5175.59
2026.03.11 19:00:00,5175.60,5180.93,5154.80,5169.76
2026.03.11 20:00:00,5169.73,5178.27,5169.23,5172.54
2026.03.11 21:00:00,5172.52,5183.39,5169.16,5183.16
2026.03.11 22:00:00,5183.14,5183.54,5175.01,5176.01
2026.03.12 00:00:00,5178.94,5183.48,5129.70,5138.90
2026.03.12 01:00:00,5138.40,5157.84,5133.00,5134.10
2026.03.12 02:00:00,5134.08,5161.48,5125.70,5152.81
2026.03.12 03:00:00,5152.87,5172.75,5151.49,5168.55
2026.03.12 04:00:00,5168.54,5175.11,5145.61,5150.59
2026.03.12 05:00:00,5150.59,5155.57,5147.27,5153.13
2026.03.12 06:00:00,5153.14,5153.91,5140.47,5142.54
2026.03.12 07:00:00,5142.53,5157.58,5137.17,5154.51
2026.03.12 08:00:00,5154.50,5170.31,5147.23,5166.17
2026.03.12 09:00:00,5166.27,5185.07,5164.39,5181.96
2026.03.12 10:00:00,5182.38,5189.72,5175.81,5178.03
2026.03.12 11:00:00,5178.01,5190.28,5174.36,5188.25
2026.03.12 12:00:00,5188.18,5191.68,5176.14,5182.30
2026.03.12 13:00:00,5182.31,5183.81,5172.72,5178.99
2026.03.12 14:00:00,5179.15,5185.51,5163.81,5181.36
2026.03.12 15:00:00,5181.34,5186.07,5146.06,5151.14
2026.03.12 16:00:00,5151.12,5163.61,5138.34,5142.81
2026.03.12 17:00:00,5142.80,5144.87,5109.62,5132.35
2026.03.12 18:00:00,5132.34,5138.04,5121.21,5123.38
2026.03.12 19:00:00,5123.25,5129.60,5102.49,5105.24
2026.03.12 20:00:00,5105.19,5112.52,5090.75,5094.39
2026.03.12 21:00:00,5094.37,5096.75,5079.34,5084.60
2026.03.12 22:00:00,5084.79,5090.46,5055.04,5079.05
2026.03.13 00:00:00,5080.32,5096.19,5072.46,5095.90
2026.03.13 01:00:00,5096.03,5101.20,5089.06,5098.00
2026.03.13 02:00:00,5098.06,5115.31,5097.33,5113.66
2026.03.13 03:00:00,5113.65,5124.28,5108.84,5124.22
2026.03.13 04:00:00,5124.17,5128.49,5110.46,5112.02
2026.03.13 05:00:00,5111.99,5116.67,5106.29,5115.57
2026.03.13 06:00:00,5115.58,5117.86,5102.71,5104.22
2026.03.13 07:00:00,5104.25,5111.08,5098.35,5103.04
2026.03.13 08:00:00,5103.12,5107.71,5085.72,5088.25
2026.03.13 09:00:00,5088.25,5094.10,5071.71,5085.12
2026.03.13 10:00:00,5085.15,5087.93,5061.41,5087.34
2026.03.13 11:00:00,5087.31,5097.15,5083.24,5089.57
2026.03.13 12:00:00,5089.59,5098.31,5079.94,5094.87
2026.03.13 13:00:00,5094.86,5107.74,5086.24,5107.67
2026.03.13 14:00:00,5107.60,5121.66,5104.29,5118.19
2026.03.13 15:00:00,5118.23,5121.14,5096.48,5101.47
2026.03.13 16:00:00,5101.48,5107.83,5035.49,5041.65
2026.03.13 17:00:00,5041.68,5071.22,5032.04,5034.65
2026.03.13 18:00:00,5034.67,5053.00,5018.95,5045.88
2026.03.13 19:00:00,5045.89,5063.76,5043.41,5046.33
2026.03.13 20:00:00,5046.37,5051.64,5036.10,5046.42
2026.03.13 21:00:00,5046.41,5049.72,5009.60,5016.30
2026.03.13 22:00:00,5016.45,5024.92,5012.19,5020.24
