section,field,independently_recomputed_value,c2_recorded_value,match,severity,source_artifact,notes_code
01_raw_artifact,byte_size,216222,216222,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,RAW_RECOMPUTATION
01_raw_artifact,data_row_count,3386,3386,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,RAW_RECOMPUTATION
01_raw_artifact,delimiter,TAB,TAB,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,RAW_RECOMPUTATION
01_raw_artifact,encoding,UTF-8_NO_BOM,UTF-8_NO_BOM,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,RAW_RECOMPUTATION
01_raw_artifact,header_profile,MT5_ANGLE_BRACKET_HEADER,MT5_ANGLE_BRACKET_HEADER,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,RAW_RECOMPUTATION
01_raw_artifact,original_bytes,UNCHANGED,UNCHANGED,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,RAW_IMMUTABILITY
01_raw_artifact,physical_row_count,3387,3387,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,RAW_RECOMPUTATION
01_raw_artifact,sha256,69aa7e16d4d3e54bfe8e0aa3ce4c5d61bbd0fcaefb45050341304681b3766f92,69aa7e16d4d3e54bfe8e0aa3ce4c5d61bbd0fcaefb45050341304681b3766f92,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,RAW_RECOMPUTATION
02_source_identity,account_environment_type,DEMO,DEMO,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
02_source_identity,broker,XM,XM,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
02_source_identity,dst_behavior,UNKNOWN,UNKNOWN,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
02_source_identity,exact_server,XMGlobal-MT5 2,XMGlobal-MT5 2,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
02_source_identity,exact_symbol,GOLD#,GOLD#,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
02_source_identity,status,VERIFIED,VERIFIED,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_STATUS
02_source_identity,symbol_utf8_hex,474f4c4423,474f4c4423,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
02_source_identity,terminal_build,6061,6061,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
02_source_identity,time_basis,XM_MT5_SERVER_CHART_TIME,XM_MT5_SERVER_CHART_TIME,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
02_source_identity,timeframe,H1,H1,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
02_source_identity,utc_offset,UNKNOWN,UNKNOWN,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,SOURCE_IDENTITY_RECOMPUTATION
03_numeric_ranges,CLOSE.maximum,5562.45,5562.45,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,CLOSE.minimum,3962.80,3962.80,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,HIGH.maximum,5597.99,5597.99,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,HIGH.minimum,3971.17,3971.17,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,LOW.maximum,5554.71,5554.71,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,LOW.minimum,3942.28,3942.28,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,OPEN.maximum,5562.57,5562.57,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,OPEN.minimum,3962.79,3962.79,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,SPREAD.maximum,32,32,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,SPREAD.minimum,16,16,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,TICKVOL.maximum,38551,38551,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,TICKVOL.minimum,1414,1414,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,VOL.maximum,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_numeric_ranges,VOL.minimum,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,NUMERIC_RANGE
03_structural,logical_columns,"[""DATE"",""TIME"",""OPEN"",""HIGH"",""LOW"",""CLOSE"",""TICKVOL"",""VOL"",""SPREAD""]","[""DATE"",""TIME"",""OPEN"",""HIGH"",""LOW"",""CLOSE"",""TICKVOL"",""VOL"",""SPREAD""]",true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,HEADER_COLUMNS
03_structural,original_ordering,PASS,PASS,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,ORDERING_STATUS
03_structural,parsed_row_identity_sha256,bdf606eefdd4eb9cf3aad63be00ea84a8d7654c817db606e7ba1e6d2ece47422,bdf606eefdd4eb9cf3aad63be00ea84a8d7654c817db606e7ba1e6d2ece47422,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,PARSER_IDENTITY
03_structural,structural_parse,PASS,PASS,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_STATUS
03_structural,valid_structural_row_count,3386,3386,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,VALID_ROW_COUNT
03_structural_errors,blank_embedded_data_row_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,duplicate_conflicting_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,duplicate_identical_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,invalid_date_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,invalid_h1_alignment_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,invalid_time_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,invalid_timestamp_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,negative_spread_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,negative_tick_volume_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,negative_volume_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,non_finite_price_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,non_positive_price_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,numeric_parse_error_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,ohlc_consistency_error_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,out_of_order_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
03_structural_errors,wrong_field_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/row_structural_validation_summary.json,STRUCTURAL_ERROR_COUNT
04_observed_boundaries,first_timestamp,2026-01-02T08:00:00,2026-01-02T08:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,OBSERVED_BOUNDARY
04_observed_boundaries,last_timestamp,2026-07-30T03:00:00,2026-07-30T03:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,OBSERVED_BOUNDARY
05_partitions,analysis_row_count,2904,2904,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,PARTITION_COUNT
05_partitions,contracted_right_buffer_row_count,111,111,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,PARTITION_COUNT
05_partitions,pre_analysis_surplus_row_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,PARTITION_COUNT
05_partitions,surplus_post_contract_buffer_row_count,371,371,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,PARTITION_COUNT
05_surplus,expands_analysis_window,false,false,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,SURPLUS_PARTITION
05_surplus,first_timestamp,2026-07-08T01:00:00,2026-07-08T01:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,SURPLUS_PARTITION
05_surplus,last_timestamp,2026-07-30T03:00:00,2026-07-30T03:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,SURPLUS_PARTITION
05_surplus,row_count,371,371,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,SURPLUS_PARTITION
06_boundaries,analysis_leading_boundary.boundary,ANALYSIS_LEADING_BOUNDARY,ANALYSIS_LEADING_BOUNDARY,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_leading_boundary.expected_hourly_timestamp,2026-01-01T00:00:00,2026-01-01T00:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_leading_boundary.final_status,UNVERIFIED_BOUNDARY_COVERAGE,UNVERIFIED_BOUNDARY_COVERAGE,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_leading_boundary.first_missing_expected_hourly_timestamp,2026-01-01T00:00:00,2026-01-01T00:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_leading_boundary.last_missing_expected_hourly_timestamp,2026-01-02T07:00:00,2026-01-02T07:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_leading_boundary.nominal_missing_hour_count,32,32,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_leading_boundary.observed_timestamp,2026-01-02T08:00:00,2026-01-02T08:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_leading_boundary.status,INCOMPLETE_LEADING_COVERAGE,INCOMPLETE_LEADING_COVERAGE,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_trailing_boundary.boundary,ANALYSIS_TRAILING_BOUNDARY,ANALYSIS_TRAILING_BOUNDARY,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_trailing_boundary.expected_hourly_timestamp,2026-06-30T23:00:00,2026-06-30T23:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_trailing_boundary.final_status,COMPLETE,COMPLETE,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_trailing_boundary.first_missing_expected_hourly_timestamp,null,null,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_trailing_boundary.last_missing_expected_hourly_timestamp,null,null,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_trailing_boundary.nominal_missing_hour_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_trailing_boundary.observed_timestamp,2026-06-30T23:00:00,2026-06-30T23:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,analysis_trailing_boundary.status,COMPLETE,COMPLETE,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,observed_raw_trailing_boundary.boundary,OBSERVED_RAW_TRAILING_BOUNDARY,OBSERVED_RAW_TRAILING_BOUNDARY,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,observed_raw_trailing_boundary.expected_hourly_timestamp,2026-07-07T23:00:00,2026-07-07T23:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,observed_raw_trailing_boundary.final_status,OBSERVED_OVERSHOOT,OBSERVED_OVERSHOOT,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,observed_raw_trailing_boundary.first_missing_expected_hourly_timestamp,null,null,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,observed_raw_trailing_boundary.last_missing_expected_hourly_timestamp,null,null,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,observed_raw_trailing_boundary.nominal_missing_hour_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,observed_raw_trailing_boundary.observed_timestamp,2026-07-30T03:00:00,2026-07-30T03:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,observed_raw_trailing_boundary.status,OBSERVED_OVERSHOOT,OBSERVED_OVERSHOOT,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_export_trailing_boundary.boundary,REQUESTED_EXPORT_TRAILING_BOUNDARY,REQUESTED_EXPORT_TRAILING_BOUNDARY,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_export_trailing_boundary.expected_hourly_timestamp,2026-07-07T23:00:00,2026-07-07T23:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_export_trailing_boundary.final_status,OBSERVED_OVERSHOOT,OBSERVED_OVERSHOOT,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_export_trailing_boundary.first_missing_expected_hourly_timestamp,null,null,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_export_trailing_boundary.last_missing_expected_hourly_timestamp,null,null,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_export_trailing_boundary.nominal_missing_hour_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_export_trailing_boundary.observed_timestamp,2026-07-07T23:00:00,2026-07-07T23:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_export_trailing_boundary.status,OBSERVED_OVERSHOOT,OBSERVED_OVERSHOOT,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_leading_boundary.boundary,REQUESTED_LEADING_BOUNDARY,REQUESTED_LEADING_BOUNDARY,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_leading_boundary.expected_hourly_timestamp,2026-01-01T00:00:00,2026-01-01T00:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_leading_boundary.final_status,UNVERIFIED_BOUNDARY_COVERAGE,UNVERIFIED_BOUNDARY_COVERAGE,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_leading_boundary.first_missing_expected_hourly_timestamp,2026-01-01T00:00:00,2026-01-01T00:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_leading_boundary.last_missing_expected_hourly_timestamp,2026-01-02T07:00:00,2026-01-02T07:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_leading_boundary.nominal_missing_hour_count,32,32,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_leading_boundary.observed_timestamp,2026-01-02T08:00:00,2026-01-02T08:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
06_boundaries,requested_leading_boundary.status,INCOMPLETE_LEADING_COVERAGE,INCOMPLETE_LEADING_COVERAGE,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,BOUNDARY_RECOMPUTATION
07_right_buffer,broker_history_completeness_proven,false,false,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,buffer_event_generation_authorized,false,false,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,calendar_contiguity_required,false,false,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,contracted_buffer_valid_row_count,111,111,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,first_subsequent_valid_h1_timestamp,2026-07-01T01:00:00,2026-07-01T01:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,last_valid_analysis_timestamp,2026-06-30T23:00:00,2026-06-30T23:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,outcome_execution_authorized,false,false,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,requirement_threshold_valid_h1_bars,12,12,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,status,PASS,PASS,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,total_observed_post_analysis_valid_row_count,482,482,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
07_right_buffer,twelfth_subsequent_valid_h1_timestamp,2026-07-01T12:00:00,2026-07-01T12:00:00,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,RIGHT_BUFFER_RECOMPUTATION
08_gap_summary,accepted_official_broker_gap_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
08_gap_summary,accepted_same_server_session_gap_count,0,0,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
08_gap_summary,analysis_internal_gap_interval_count,126,126,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
08_gap_summary,analysis_internal_unverified_gap_interval_count,126,126,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
08_gap_summary,gap_interval_count,148,148,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
08_gap_summary,nominal_missing_hour_count,1626,1626,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
08_gap_summary,pattern_labels_are_descriptive_only,true,true,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
08_gap_summary,scope_interval_counts,"{""ANALYSIS_TO_BUFFER_BOUNDARY"":1,""ANALYSIS_WINDOW_INTERNAL"":126,""CONTRACTED_RIGHT_BUFFER"":4,""SURPLUS_POST_CONTRACT_BUFFER"":17}","{""ANALYSIS_TO_BUFFER_BOUNDARY"":1,""ANALYSIS_WINDOW_INTERNAL"":126,""CONTRACTED_RIGHT_BUFFER"":4,""SURPLUS_POST_CONTRACT_BUFFER"":17}",true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
08_gap_summary,scope_nominal_missing_hour_counts,"{""ANALYSIS_TO_BUFFER_BOUNDARY"":1,""ANALYSIS_WINDOW_INTERNAL"":1408,""CONTRACTED_RIGHT_BUFFER"":56,""SURPLUS_POST_CONTRACT_BUFFER"":161}","{""ANALYSIS_TO_BUFFER_BOUNDARY"":1,""ANALYSIS_WINDOW_INTERNAL"":1408,""CONTRACTED_RIGHT_BUFFER"":56,""SURPLUS_POST_CONTRACT_BUFFER"":161}",true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
08_gap_summary,structural_pattern_counts,"{""DAILY_BREAK_PATTERN"":115,""EARLY_CLOSE_OR_EXTENDED_BREAK_PATTERN"":3,""EXTENDED_WEEKEND_OR_HOLIDAY_PATTERN"":1,""WEEKEND_PATTERN"":29}","{""DAILY_BREAK_PATTERN"":115,""EARLY_CLOSE_OR_EXTENDED_BREAK_PATTERN"":3,""EXTENDED_WEEKEND_OR_HOLIDAY_PATTERN"":1,""WEEKEND_PATTERN"":29}",true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,GAP_TOTAL_RECOMPUTATION
09_evidence,duplicate_content_is_independent_corroboration,false,false,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,EVIDENCE_RECOMPUTATION
09_evidence,evidence_filename_count,4,4,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,EVIDENCE_RECOMPUTATION
09_evidence,evidence_unique_content_count,3,3,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,EVIDENCE_RECOMPUTATION
09_evidence,historical_effective_range,ABSENT_OR_UNKNOWN,ABSENT_OR_UNKNOWN,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,EVIDENCE_RECOMPUTATION
09_evidence,session_metadata_status,CAPTURED_AND_HASH_BOUND_NOT_HISTORICALLY_ADJUDICATED,CAPTURED_AND_HASH_BOUND_NOT_HISTORICALLY_ADJUDICATED,true,MATERIAL,research/results/checkpoint_fr_phase_c2/timeline_boundary_validation_summary.json,EVIDENCE_RECOMPUTATION
10_gap_inventory,canonical_sha256,5ee7f77c18ee6fac5a8793e2f667a7f0c44ddea20f3fa750d31122d528cc1688,5ee7f77c18ee6fac5a8793e2f667a7f0c44ddea20f3fa750d31122d528cc1688,true,MATERIAL,research/results/checkpoint_fr_phase_c2/gap_inventory.csv,GAP_CANONICAL_HASH
10_gap_inventory,file_sha256,b16d35e730c4c760982198d250e403f46255a06bb5a89383da1b4aa55113184d,b16d35e730c4c760982198d250e403f46255a06bb5a89383da1b4aa55113184d,true,MATERIAL,research/results/checkpoint_fr_phase_c2/gap_inventory.csv,GAP_FILE_HASH
10_gap_rows,FCG0001.delta_hours,50,50,true,MATERIAL,research/results/checkpoint_fr_phase_c2/gap_inventory.csv,GAP_FIELD_RECOMPUTATION
10_gap_rows,FCG0001.evidence_status,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,true,MATERIAL,research/results/checkpoint_fr_phase_c2/gap_inventory.csv,GAP_FIELD_RECOMPUTATION
